DrugName,ActiveIngredient,
DIANEAL LOW CALCIUM W/DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX-LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX-LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX-LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX-LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DIALYTE LM/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DIALYTE LM/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DIALYTE LM/ DEXTROSE 2.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DIANEAL LOW CALCIUM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DIANEAL LOW CALCIUM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
INPERSOL-LC/LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
INPERSOL-LC/LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
INPERSOL-LC/LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
INPERSOL-LC/LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
ELLIOTTS B SOLUTION,"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",
DEXTROSE 5% IN ACETATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,
DEXTROSE 5% IN RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
DEXTROSE 5% AND RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
LACTATED RINGER'S AND DEXTROSE 5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DEXTROSE 5% IN LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DEXTROSE 2.5% IN HALF-STRENGTH LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DEXTROSE 4% IN MODIFIED LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
DEXTROSE 5% AND LACTATED RINGER'S,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
INPERSOL-ZM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE,
INPERSOL-ZM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE,
INPERSOL-ZM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE,
TPN ELECTROLYTES IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,
ISOLYTE E IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,
BSS,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,
BALANCED SALT,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,
PLASMA-LYTE R IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,
PHOXILLUM BK 4/2.5 IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,
PHOXILLUM B22K 4/0 IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,
PLEGISOL IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
CARDIOPLEGIC IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
ACETATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,
RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,
LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,
CALCIUM GLUCEPTATE,CALCIUM GLUCEPTATE,
CALCIUM GLUCONATE,CALCIUM GLUCONATE,
CALCIUM GLUCONATE IN SODIUM CHLORIDE,CALCIUM GLUCONATE,
ISOPAQUE 440,CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM,
XYWAV,CALCIUM OXYBATE; MAGNESIUM OXYBATE; POTASSIUM OXYBATE; SODIUM OXYBATE,
ISOPAQUE 280,CALCIUM; MEGLUMINE; METRIZOIC ACID,
INFASURF PRESERVATIVE FREE,CALFACTANT,
INVOKANA,CANAGLIFLOZIN,
CANAGLIFLOZIN,CANAGLIFLOZIN,
INVOKAMET,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,
INVOKAMET XR,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,
CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,CANAGLIFLOZIN;METFORMIN HYDROCHLORIDE,
ILARIS,CANAKINUMAB,
ATACAND,CANDESARTAN CILEXETIL,
CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,
ATACAND HCT,CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,
CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE,CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,
CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,
VANOBID,CANDICIDIN,
KENGREAL,CANGRELOR,
EPIDIOLEX,CANNABIDIOL,
YCANTH,CANTHARIDIN,
XELODA,CAPECITABINE,
CAPECITABINE,CAPECITABINE,
TRUQAP,CAPIVASERTIB,
CABLIVI,CAPLACIZUMAB-YHDP,
TABRECTA,CAPMATINIB HYDROCHLORIDE,
CAPASTAT SULFATE,CAPREOMYCIN SULFATE,
CAPREOMYCIN SULFATE,CAPREOMYCIN SULFATE,
PROSTASCINT,CAPROMAB PENDETIDE,
QUTENZA,CAPSAICIN,
CAPOTEN,CAPTOPRIL,
CAPTOPRIL,CAPTOPRIL,
CAPOZIDE 25/15,CAPTOPRIL; HYDROCHLOROTHIAZIDE,
CAPOZIDE 25/25,CAPTOPRIL; HYDROCHLOROTHIAZIDE,
CAPOZIDE 50/25,CAPTOPRIL; HYDROCHLOROTHIAZIDE,
CAPOZIDE 50/15,CAPTOPRIL; HYDROCHLOROTHIAZIDE,
CAPTOPRIL AND HYDROCHLOROTHIAZIDE,CAPTOPRIL; HYDROCHLOROTHIAZIDE,
MIOSTAT,CARBACHOL,
CARBACHOL,CARBACHOL,
CARBASTAT,CARBACHOL,
TEGRETOL,CARBAMAZEPINE,
TEGRETOL-XR,CARBAMAZEPINE,
CARBATROL,CARBAMAZEPINE,
EQUETRO,CARBAMAZEPINE,
CARBAMAZEPINE,CARBAMAZEPINE,
EPITOL,CARBAMAZEPINE,
TERIL,CARBAMAZEPINE,
CARNEXIV,CARBAMAZEPINE,
PYOPEN,CARBENICILLIN DISODIUM,
GEOPEN,CARBENICILLIN DISODIUM,
GEOCILLIN,CARBENICILLIN INDANYL SODIUM,
LODOSYN,CARBIDOPA,
CARBIDOPA,CARBIDOPA,
STALEVO 50,CARBIDOPA; ENTACAPONE; LEVODOPA,
STALEVO 100,CARBIDOPA; ENTACAPONE; LEVODOPA,
STALEVO 150,CARBIDOPA; ENTACAPONE; LEVODOPA,
STALEVO 200,CARBIDOPA; ENTACAPONE; LEVODOPA,
STALEVO 75,CARBIDOPA; ENTACAPONE; LEVODOPA,
STALEVO 125,CARBIDOPA; ENTACAPONE; LEVODOPA,
"CARBIDOPA, LEVODOPA AND ENTACAPONE",CARBIDOPA; ENTACAPONE; LEVODOPA,
SINEMET,CARBIDOPA; LEVODOPA,
SINEMET CR,CARBIDOPA; LEVODOPA,
CARBIDOPA AND LEVODOPA,CARBIDOPA; LEVODOPA,
CARBILEV,CARBIDOPA; LEVODOPA,
PARCOPA,CARBIDOPA; LEVODOPA,
RYTARY,CARBIDOPA; LEVODOPA,
DUOPA,CARBIDOPA; LEVODOPA,
DHIVY,CARBIDOPA; LEVODOPA,
CREXONT,CARBIDOPA; LEVODOPA,
CARBIDOPA; LEVODOPA,CARBIDOPA;LEVODOPA,
CLISTIN,CARBINOXAMINE MALEATE,
KARBINAL ER,CARBINOXAMINE MALEATE,
CARBINOXAMINE MALEATE,CARBINOXAMINE MALEATE,
"CARBON DIOXIDE, USP",CARBON DIOIDE,
"CARBON DIOXIDE, USP",CARBON DIOXIDE,
"Carbon Dioxide, USP","Carbon Dioxide, USP",
PARAPLATIN,CARBOPLATIN,
CARBOPLATIN,CARBOPLATIN,
HEMABATE,CARBOPROST TROMETHAMINE,
CARBOPROST TROMETHAMINE,CARBOPROST TROMETHAMINE,
KYPROLIS,CARFILZOMIB,
CARFILZOMIB,CARFILZOMIB,
CARBAGLU,CARGLUMIC ACID,
CARGLUMIC ACID,CARGLUMIC ACID,
VRAYLAR,CARIPRAZINE HYDROCHLORIDE,
CARIPRAZINE HYDROCHLORIDE,CARIPRAZINE HYDROCHLORIDE,
SOMA,CARISOPRODOL,
RELA,CARISOPRODOL,
CARISOPRODOL,CARISOPRODOL,
BICNU,CARMUSTINE,
GLIADEL,CARMUSTINE,
CARMUSTINE,CARMUSTINE,
PROKETAZINE,CARPHENAZINE MALEATE,
RIMADYL,CARPROFEN,
CARTROL,CARTEOLOL HYDROCHLORIDE,
OCUPRESS,CARTEOLOL HYDROCHLORIDE,
CARTEOLOL HYDROCHLORIDE,CARTEOLOL HYDROCHLORIDE,
COREG,CARVEDILOL,
CARVEDILOL,CARVEDILOL,
COREG CR,CARVEDILOL PHOSPHATE,
CARVEDILOL PHOSPHATE,CARVEDILOL PHOSPHATE,
AMONDYS 45,CASIMERSEN,
CANCIDAS,CASPOFUNGIN ACETATE,
CASPOFUNGIN ACETATE,CASPOFUNGIN ACETATE,
INQOVI,CEDAZURIDINE; DECITABINE,
CECLOR,CEFACLOR,
CECLOR CD,CEFACLOR,
CEFACLOR,CEFACLOR,
RANICLOR,CEFACLOR,
DURICEF,CEFADROXIL/CEFADROXIL HEMIHYDRATE,
CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE,
ULTRACEF,CEFADROXIL/CEFADROXIL HEMIHYDRATE,
MANDOL,CEFAMANDOLE NAFATE,
ANCEF,CEFAZOLIN SODIUM,
ANCEF IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CEFAZOLIN SODIUM,
ANCEF IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFAZOLIN SODIUM,
CEFAZOLIN AND DEXTROSE,CEFAZOLIN SODIUM,
KEFZOL,CEFAZOLIN SODIUM,
CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,
ANCEF IN PLASTIC CONTAINER,CEFAZOLIN SODIUM,
CEFAZOLIN IN DEXTROSE,CEFAZOLIN SODIUM,
OMNICEF,CEFDINIR,
CEFDINIR,CEFDINIR,
SPECTRACEF,CEFDITOREN PIVOXIL,
MAXIPIME,CEFEPIME HYDROCHLORIDE,
CEFEPIME IN PLASTIC CONTAINER,CEFEPIME HYDROCHLORIDE,
CEFEPIME AND DEXTROSE IN DUPLEX CONTAINER,CEFEPIME HYDROCHLORIDE,
CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE,
CEFEPIME HYDROCHLORIDE IN PLASTIC CONTAINER,CEFEPIME HYDROCHLORIDE,
EXBLIFEP,CEFEPIME HYDROCHLORIDE; ENMETAZOBACTAM,
FETROJA,CEFIDEROCOL SULFATE TOSYLATE,
SUPRAX,CEFIXIME,
CEFIXIME,CEFIXIME,
CEFMAX,CEFMENOXIME HYDROCHLORIDE,
ZEFAZONE,CEFMETAZOLE SODIUM,
ZEFAZONE IN PLASTIC CONTAINER,CEFMETAZOLE SODIUM,
MONOCID,CEFONICID SODIUM,
CEFOBID,CEFOPERAZONE SODIUM,
CEFOBID IN PLASTIC CONTAINER,CEFOPERAZONE SODIUM,
PRECEF,CEFORANIDE,
CLAFORAN,CEFOTAXIME SODIUM,
CLAFORAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM,
CLAFORAN IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM,
CEFOTAXIME AND DEXTROSE 2.4% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM,
CEFOTAXIME AND DEXTROSE 3.9% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM,
CEFOTAXIME,CEFOTAXIME SODIUM,
CEFOTAXIME SODIUM,CEFOTAXIME SODIUM,
CEFOTAN,CEFOTETAN DISODIUM,
CEFOTAN IN PLASTIC CONTAINER,CEFOTETAN DISODIUM,
CEFOTETAN,CEFOTETAN DISODIUM,
CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER,CEFOTETAN DISODIUM,
CERADON,CEFOTIAM HYDROCHLORIDE,
MEFOXIN,CEFOXITIN SODIUM,
MEFOXIN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CEFOXITIN SODIUM,
MEFOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFOXITIN SODIUM,
MEFOXIN IN PLASTIC CONTAINER,CEFOXITIN SODIUM,
CEFOXITIN,CEFOXITIN SODIUM,
CEFOXITIN AND DEXTROSE IN DUPLEX CONTAINER,CEFOXITIN SODIUM,
CEFOXITIN IN PLASTIC CONTAINER,CEFOXITIN SODIUM,
CEFPIRAMIDE SODIUM,CEFPIRAMIDE SODIUM,
VANTIN,CEFPODOXIME PROXETIL,
BANAN,CEFPODOXIME PROXETIL,
CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL,
CEFZIL,CEFPROZIL,
CEFPROZIL,CEFPROZIL,
TEFLARO,CEFTAROLINE FOSAMIL,
CEFTAROLINE FOSAMIL,CEFTAROLINE FOSAMIL,
FORTAZ,CEFTAZIDIME,
CEPTAZ,CEFTAZIDIME,
CEFTAZIDIME IN DEXTROSE CONTAINER,CEFTAZIDIME,
CEFTAZIDIME,CEFTAZIDIME,
TAZIDIME,CEFTAZIDIME,
TAZICEF,CEFTAZIDIME,
TAZIDIME IN PLASTIC CONTAINER,CEFTAZIDIME,
PENTACEF,CEFTAZIDIME,
FORTAZ IN PLASTIC CONTAINER,CEFTAZIDIME SODIUM,
CEFTAZIDIME SODIUM IN PLASTIC CONTAINER,CEFTAZIDIME SODIUM,
CEDAX,CEFTIBUTEN DIHYDRATE,
CEFIZOX,CEFTIZOXIME SODIUM,
CEFIZOX IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFTIZOXIME SODIUM,
CEFIZOX IN PLASTIC CONTAINER,CEFTIZOXIME SODIUM,
ZEVTERA,CEFTOBIPROLE MEDOCARIL SODIUM,
ZERBAXA,CEFTOLOZANE SULFATE; TAZOBACTAM SODIUM,
ROCEPHIN,CEFTRIAXONE SODIUM,
ROCEPHIN W/ DEXTROSE IN PLASTIC CONTAINER,CEFTRIAXONE SODIUM,
CEFTRIAXONE AND DEXTROSE IN DUPLEX CONTAINER,CEFTRIAXONE SODIUM,
CEFTRIAXONE,CEFTRIAXONE SODIUM,
CEFTRIAXONE IN PLASTIC CONTAINER,CEFTRIAXONE SODIUM,
CEFTRIAXONE SODIUM,CEFTRIAXONE SODIUM,
ROCEPHIN KIT,CEFTRIAXONE SODIUM; LIDOCAINE,
CEFUROXIME,CEFUROXIME,
CEFTIN,CEFUROXIME AXETIL,
CEFUROXIME AXETIL,CEFUROXIME AXETIL,
ZINACEF,CEFUROXIME SODIUM,
ZINACEF IN PLASTIC CONTAINER,CEFUROXIME SODIUM,
CEFUROXIME AND DEXTROSE IN DUPLEX CONTAINER,CEFUROXIME SODIUM,
KEFUROX IN PLASTIC CONTAINER,CEFUROXIME SODIUM,
KEFUROX,CEFUROXIME SODIUM,
CEFUROXIME SODIUM,CEFUROXIME SODIUM,
CEFUROXIME SODIUM IN PLASTIC CONTAINER,CEFUROXIME SODIUM,
CELEBREX,CELECOXIB,
CELECOXIB,CELECOXIB,
ELYXYB,CELECOXIB,
SEGLENTIS,CELECOXIB; TRAMADOL HYDROCHLORIDE,
CALCIBIND,CELLULOSE SODIUM PHOSPHATE,
LIBTAYO,CEMIPLIMAB-RWLC,
OXERVATE,CENEGERMIN-BKBJ,
XCOPRI,CENOBAMATE,
KEFLEX,CEPHALEXIN,
KEFLET,CEPHALEXIN,
CEPHALEXIN,CEPHALEXIN,
PANIXINE DISPERDOSE,CEPHALEXIN,
KEFTAB,CEPHALEXIN HYDROCHLORIDE,
KAFOCIN,CEPHALOGLYCIN,
KEFLIN,CEPHALOTHIN SODIUM,
CEPHALOTHIN SODIUM W/ SODIUM CHLORIDE IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM,
CEPHALOTHIN SODIUM W/ DEXTROSE IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM,
CEPHALOTHIN,CEPHALOTHIN SODIUM,
SEFFIN,CEPHALOTHIN SODIUM,
CEPHALOTHIN SODIUM,CEPHALOTHIN SODIUM,
KEFLIN IN PLASTIC CONTAINER,CEPHALOTHIN SODIUM,
CEFADYL,CEPHAPIRIN SODIUM,
CEPHAPIRIN SODIUM,CEPHAPIRIN SODIUM,
VELOSEF,CEPHRADINE,
VELOSEF '250',CEPHRADINE,
VELOSEF '500',CEPHRADINE,
VELOSEF '125',CEPHRADINE,
ANSPOR,CEPHRADINE,
CEPHRADINE,CEPHRADINE,
ZYKADIA,CERITINIB,
BAYCOL,CERIVASTATIN SODIUM,
BRINEURA,CERLIPONASE ALFA,
CIMZIA,CERTOLIZUMAB PEGOL,
TYMTRAN,CERULETIDE DIETHYLAMINE,
ZYRTEC ALLERGY,CETIRIZINE HYDROCHLORIDE,
ZYRTEC HIVES,CETIRIZINE HYDROCHLORIDE,
ZYRTEC,CETIRIZINE HYDROCHLORIDE,
CHILDREN'S ZYRTEC ALLERGY,CETIRIZINE HYDROCHLORIDE,
CHILDREN'S ZYRTEC HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,
CHILDREN'S ZYRTEC HIVES,CETIRIZINE HYDROCHLORIDE,
CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,
CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,
CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,
CETIRIZINE HYDROCHLORIDE HIVES,CETIRIZINE HYDROCHLORIDE,
CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE,
CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,
ZERVIATE,CETIRIZINE HYDROCHLORIDE,
QUZYTTIR,CETIRIZINE HYDROCHLORIDE,
ZYRTEC-D 12 HOUR,CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,
CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,
CETROTIDE,CETRORELIX ACETATE,
CETRORELIX ACETATE,CETRORELIX ACETATE,
ERBITUX,CETUXIMAB,
EXOSURF NEONATAL,CETYL ALCOHOL; COLFOSCERIL PALMITATE; TYLOXAPOL,
EVOXAC,CEVIMELINE HYDROCHLORIDE,
CEVIMELINE HYDROCHLORIDE,CEVIMELINE HYDROCHLORIDE,
CHENIX,CHENODIOL,
CHENODIOL,CHENODIOL,
ULO,CHLOPHEDIANOL HYDROCHLORIDE,
LEUKERAN,CHLORAMBUCIL,
CHLOROPTIC,CHLORAMPHENICOL,
CHLOROMYCETIN,CHLORAMPHENICOL,
CHLORAMPHENICOL,CHLORAMPHENICOL,
MYCHEL,CHLORAMPHENICOL,
CHLOROPTIC S.O.P.,CHLORAMPHENICOL,
OPHTHOCHLOR,CHLORAMPHENICOL,
ECONOCHLOR,CHLORAMPHENICOL,
